nombre_carrera,candidato_lugar,ubicacion,lat,lon
10 KM CIDADE UNIVERSITARIA 2014. VIGO (CUVI),KM UNIVERSITARIA,"Ciudad Universitaria, Moncloa-Aravaca, Madrid, Comunidad de Madrid, 28040, España",40.4571763,-3.7360211
10 KM LEON CUNA DEL PARLAMENTARISMO,KM LEON CUNA DEL PARLAMENTARISMO,,,
10 KM LEÓN CUNA DEL PARLAMENTARISMO 2022,KM LEÓN CUNA DEL PARLAMENTARISMO,,,
10 KM LEÓN CUNA DEL PARLAMENTARISMO 2023,KM LEÓN CUNA DEL PARLAMENTARISMO,,,
10 KM LEÓN CUNA DEL PARLAMENTARISMO 2024,KM LEÓN CUNA DEL PARLAMENTARISMO,,,
10 KM LEÓN CUNA DEL PARLAMENTARISMO 2025,KM LEÓN CUNA DEL PARLAMENTARISMO,,,
10 MARIN MANUEL ROSALES 2013,MARIN MANUEL ROSALES,,,
10K CARBALLO. IX Carreira Popular 10Km Concello de Carballo 2019,Carballo,"Carballo, Bergantiños, A Coruña, Galicia, España",43.2086195,-8.6668237
10K CARBALLO. VI Carreira Popular Concello de Carballo,Carballo,"Carballo, Bergantiños, A Coruña, Galicia, España",43.2086195,-8.6668237
10K CARBALLO. VII Carreira Popular 10Km Concello de Carballo 2017,Carballo,"Carballo, Bergantiños, A Coruña, Galicia, España",43.2086195,-8.6668237
10K CARBALLO. VIII Carreira Popular 10Km Concello de Carballo 2018,Carballo,"Carballo, Bergantiños, A Coruña, Galicia, España",43.2086195,-8.6668237
10K DE FENE,FENE,"Fene, Ferrol, A Coruña, Galicia, España",43.4553867,-8.1671134
10K NOCTURNOS SOLIDARIOS PROYECTO HOMBRE “Ciudad de Ponferrada”,Ponferrada”,"Ponferrada, El Bierzo, León, Castilla y León, España",42.4984436,-6.5663176
10K PARQUE A CANUDA SALVATERRA DE MIÑO E ANDAINA DO RÍO,RÍO,"Río, Vilamarín, Ourense, Galicia, España",42.4879498,-7.8758195
10K SOLIDARIOS PROYECTO HOMBRE CIUDAD DE PONFERRADA 2018,PONFERRADA,"Ponferrada, El Bierzo, León, Castilla y León, España",42.4984436,-6.5663176
10K UNICEF LISBOA,10K UNICEF LISBOA,,,
10KM CARBALLO,10KM CARBALLO,"Carballo, Trasmonte, Ames, Santiago, A Coruña, Galicia, 15864, España",42.8921242,-8.6736
10KM RUTA DE LA CONSTRUCCION NAVAL FERROL 2013,LA CONSTRUCCION NAVAL FERROL,,,
10KM VIRGEN DEL CAMINO;Homenaje a Antonino Baños,10KM VIRGEN DEL CAMINO;Homenaje a Antonino Baños,,,
10k NO CORAZON CHANTADA,10k NO CORAZON CHANTADA,,,
10ª TRAVESÍA A NADO VILA DE BAIONA,BAIONA,"Baiona, Vigo, Pontevedra, Galicia, España",42.0881275,-8.8485132
10ª VIGO + 11 CARREIRA POPULAR “Trofeo El Corte Inglés”,VIGO + 11 “Trofeo El Corte Inglés”,,,
113 SWIM RIDE RUN. TRIATLON MEDIA DISTANCIA SANXENXO 2016,SWIM RIDE MEDIA DISTANCIA SANXENXO,,,
113 SWIM RIDE RUN. TRIATLON MEDIA DISTANCIA Y OLÍMPICO NO DRAFT SANXENXO 2017,SWIM RIDE MEDIA DISTANCIA Y OLÍMPICO NO DRAFT SANXENXO,,,
11º TRAIL TERRAS DO MANDEO,MANDEO,"Mandeo, Foxado, Teixeiro, Curtis, Betanzos, A Coruña, Galicia, 15310, España",43.133095,-8.0116691
12 CARREIRA POPULAR VIGO + 11,VIGO + 11,"11, Calle del Capitán Méndez Vigo, Ávila, Castilla y León, 05003, España",40.6527356,-4.6907585
12 HORAS BTT CARBALLO 2018,HORAS CARBALLO,,,
12 HORAS BTT CARBALLO 2019,HORAS CARBALLO,,,
12ª SUBIDA AO CASTRO 2018,AO CASTRO,"Camiño do Outeiro ao Castro, O Castro, O Outeiro, Atios, O Porriño, Vigo, Pontevedra, Galicia, 36411, España",42.1429524,-8.6065375
13 CARREIRA POPULAR VIGO + 11,VIGO + 11,"11, Calle del Capitán Méndez Vigo, Ávila, Castilla y León, 05003, España",40.6527356,-4.6907585
13 CROSS POPULAR/CANICROSS CONCELLO BOBORAS,POPULAR/CANICROSS BOBORAS,,,
13º SUBIDA AO CASTRO,AO CASTRO,"Camiño do Outeiro ao Castro, O Castro, O Outeiro, Atios, O Porriño, Vigo, Pontevedra, Galicia, 36411, España",42.1429524,-8.6065375
14 TRAVESIA DE NATACION SAN PEDRO,NATACION SAN PEDRO,,,
14º SUBIDA AO CASTRO,AO CASTRO,"Camiño do Outeiro ao Castro, O Castro, O Outeiro, Atios, O Porriño, Vigo, Pontevedra, Galicia, 36411, España",42.1429524,-8.6065375
14º TREITOIR@DA 2017,TREITOIR@DA 2017,,,
15K A MARIÑA BANCO MEDIOLANUM,15K A MARIÑA BANCO MEDIOLANUM,,,
15K A MARIÑA BANCO MEDIOLANUM (BURELA-FOZ),15K A MARIÑA BANCO MEDIOLANUM,,,
15K A MARIÑA BANCO MEDIOLANUM (FOZ - BURELA),15K A MARIÑA BANCO MEDIOLANUM,,,
15K Arousa Norte Banco Mediolanum,15K Arousa Norte Banco Mediolanum,,,
15K DEL ATLANTICO BANCO MEDIOLANUM,15K DEL ATLANTICO BANCO MEDIOLANUM,,,
15K DEL ATLÁNTICO BANCO MEDIOLANUM,15K DEL ATLÁNTICO BANCO MEDIOLANUM,,,
15K DEL ATLÁNTICO BANCO MEDIOLANUM 2016,15K DEL ATLÁNTICO BANCO MEDIOLANUM,,,
15K DEL ATLÁNTICO BANCO MEDIOLANUM 2017,15K DEL ATLÁNTICO BANCO MEDIOLANUM,,,
15K DEL ATLÁNTICO BANCO MEDIOLANUM 2018,15K DEL ATLÁNTICO BANCO MEDIOLANUM,,,
15K NOCTURNA DE O BARCO (V D3SAFÍO42 OURENSE),O BARCO,"O Barco de Valdeorras, Valdeorras, Ourense, Galicia, España",42.4301028,-6.9801028
15K NOCTURNA DE OURENSE BANCO MEDIOLANUM 2018,OURENSE BANCO MEDIOLANUM,,,
15K Ourense Termal Banco Mediolanum (IV D3SAFIO42),15K Ourense Termal Banco Mediolanum,,,
15ª TRAVESÍA DE SAN PEDRO - GIJÓN,SAN PEDRO - GIJÓN,"San Pedro, Carretera Gijón a Puerto de Sevilla, La Vega San Pedro, Lloreo, Mieres, Asturias / Asturies, 33660, España",43.270106,-5.8327677
15º TREITOIR@DA 2018,TREITOIR@DA 2018,,,
16ª TRAVESÍA DE SAN PEDRO (GIJÓN),SAN PEDRO,"San Pedro, Albacete, Castilla-La Mancha, 02326, España",38.8267126,-2.1860141
17ª TRAVESÍA DE SAN PEDRO (GIJÓN),SAN PEDRO,"San Pedro, Albacete, Castilla-La Mancha, 02326, España",38.8267126,-2.1860141
18 MEDIA MARATON DE VIGO,VIGO,"Vigo, Pontevedra, Galicia, España",42.1986395,-8.727956
18ª TRAVESÍA DE SAN PEDRO (GIJÓN),SAN PEDRO,"San Pedro, Albacete, Castilla-La Mancha, 02326, España",38.8267126,-2.1860141
19 MEDIA MARATON DE VIGO,VIGO,"Vigo, Pontevedra, Galicia, España",42.1986395,-8.727956
1ª CARREIRA POPULAR CONCELLO DE FISTERRA 2014 10K,FISTERRA,"Fisterra, A Coruña, Galicia, España",42.9286659,-9.2626624
1ª CARREIRA POPULAR CONCELLO DE FISTERRA 2014 5K,FISTERRA,"Fisterra, A Coruña, Galicia, España",42.9286659,-9.2626624
1ª CARREIRA POPULAR CONCELLO DE FISTERRA 2014 MENORES,FISTERRA,"Fisterra, A Coruña, Galicia, España",42.9286659,-9.2626624
1ª CARRERA POPULAR VIA VERDE DO EO (HOMENAXE TITO MARGARIDE),EO,"Estrecho de Gibraltar / Détroit de Gibraltar / مضيق جبل طارق, España",35.9496629,-5.6366664
1ª Carrera Nocturna Gijón 10K,Gijón 10K,"Gijón / Xixón, Asturias / Asturies, España",43.5449422,-5.66275
"1ª PROBA DA COPA XUNTA DE GALICIA - OPEN ""TROFEO CONCELLO DE LUGO"" MARCHA NÓRDICA","LUGO"" MARCHA NÓRDICA",,,
1ª TRAVESIA DEL ESTE. GIJÓN,DEL ESTE. GIJÓN,"Estación del ferrocarril (Este), Calle de Carlos Marx, Laviada, Gijón / Xixón, Asturias / Asturies, 33207, España",43.5372498,-5.673523
1ª TRAVESIA NOCTURNA DE BEGOÑA,BEGOÑA,"Begoña, Calle de San Modesto, Begoña, Valverde, Fuencarral, Fuencarral-El Pardo, Madrid, Comunidad de Madrid, 28034, España",40.4834526,-3.6869037
1ª TRAVESIA PLAYAS DE GIJON PLAYA L'ARBEYAL A PLAYA SAN LORENZO,GIJON PLAYA L'ARBEYAL A PLAYA SAN LORENZO,,,
1ª TRAVESÍA LARGA (GIJÓN),LARGA,"Larga, Biota, Cinco Villas, Zaragoza, Aragón, España",42.224235,-1.2506748
2 EDICION 15K DEL ATLANTICO,15K DEL ATLANTICO,"Autoestrada do Atlántico, San Brais, Salcedo, Pontevedra, Galicia, 36413, España",42.4259777,-8.6541375
20ª SAN SILVESTRE CLUB FLUVIAL DE LUGO,LUGO,"Lugo, Galicia, España",43.0395266,-7.4567985
21K COSTA DA VELA (CANGAS),VELA,"Vela, Romariz, Soutomaior, O Rial, Soutomaior, Vigo, Pontevedra, Galicia, 36691, España",42.3501616,-8.5613622
21K COSTA DA VELA 2017,VELA,"Vela, Romariz, Soutomaior, O Rial, Soutomaior, Vigo, Pontevedra, Galicia, 36691, España",42.3501616,-8.5613622
21K DE LA COSTA DE SOAVELA,SOAVELA,"Punta de Soavela, Donón, O Hío, Cangas de Morrazo, Morrazo, Pontevedra, Galicia, 36945, España",42.277955,-8.8643775
21k Costa da Vela 2015,Vela,"Vela, Romariz, Soutomaior, O Rial, Soutomaior, Vigo, Pontevedra, Galicia, 36691, España",42.3501616,-8.5613622
21º SAN SILVESTRE CLUB FLUVIAL 2015 (LUGO),SAN SILVESTRE CLUB FLUVIAL,,,
22º SAN SILVESTRE CLUB FLUVIAL 2016 (LUGO),SAN SILVESTRE CLUB FLUVIAL,,,
23º SAN SILVESTRE CLUB FLUVIAL 2017 (LUGO),SAN SILVESTRE CLUB FLUVIAL,,,
24 HORAS DE VIGO 2014. EQUIPOS,VIGO,"Vigo, Pontevedra, Galicia, España",42.1986395,-8.727956
24 HORAS DE VIGO 2014. INDIVIDUAL,VIGO,"Vigo, Pontevedra, Galicia, España",42.1986395,-8.727956
24º SAN SILVESTRE CLUB FLUVIAL 2018 (LUGO),SAN SILVESTRE CLUB FLUVIAL,,,
25º SAN SILVESTRE CLUB FLUVIAL 2019 (LUGO),SAN SILVESTRE CLUB FLUVIAL,,,
27 KANGAS MOUNTAIN,KANGAS MOUNTAIN,,,
27 Kangas Mountain - II EDICIÓN,Kangas Mountain - II,,,
27º SAN SILVESTRE CLUB FLUVIAL 2021,SAN SILVESTRE CLUB FLUVIAL,,,
28º SAN SILVESTRE CLUB FLUVIAL 2022,SAN SILVESTRE CLUB FLUVIAL,,,
29º SAN SILVESTRE CLUB FLUVIAL 2023,SAN SILVESTRE CLUB FLUVIAL,,,
2ª CARREIRA PEDESTRE CONCELLO DE CEE 2015,CEE,"Cee, Fisterra, A Coruña, Galicia, España",42.9603145,-9.1966442
2ª CARRERA POPULAR 10KM OVIEDO - LAS CALDAS VILLA TERMAL,10KM OVIEDO - LAS CALDAS TERMAL,,,
2ª CARRERA POPULAR GALIEXPO RUNNING. 5K - 10K,GALIEXPO 5K - 10K,,,
2ª CARRERA POR LA DISCAPACIDAD DE ASTURIAS GIJÓN 2016,ASTURIAS GIJÓN,"Litoral, Nestle España S.A., 1, Camino del Melón, Polígono Industrial Bankunión I, Tremañes, Gijón / Xixón, Asturias / Asturies, 33211, España",43.5339568,-5.6935193
2ª EDICION 3 HORAS MONUMENTALES POR RELEVOS DE LUGO 2014,LUGO,"Lugo, Galicia, España",43.0395266,-7.4567985
2ª TRAVESÍA DEL ESTE (GIJÓN),DEL ESTE,"Roque del Este, Teguise, Las Palmas, Canarias, España",29.2761082,-13.3379105
2ª TRAVESÍA LARGA (GIJON),LARGA,"Larga, Biota, Cinco Villas, Zaragoza, Aragón, España",42.224235,-1.2506748
2ª TRAVESÍA NOCTURNA DE BEGOÑA (GIJÓN),BEGOÑA,"Begoña, Calle de San Modesto, Begoña, Valverde, Fuencarral, Fuencarral-El Pardo, Madrid, Comunidad de Madrid, 28034, España",40.4834526,-3.6869037
2ª TRAVESÍA PLAYAS DE GIJÓN,GIJÓN,"Gijón / Xixón, Asturias / Asturies, España",43.5449422,-5.66275
2º TRIATLÓN POPULAR DE CEDEIRA,CEDEIRA,"Cedeira, Ferrol, A Coruña, Galicia, España",43.6768453,-8.0140005
3 HORAS MONUMENTALES POR RELEVOS DE LUGO 2015,LUGO,"Lugo, Galicia, España",43.0395266,-7.4567985
30 CARRERA POPULAR DE NOCHEBUENA (GIJÓN),NOCHEBUENA,"Nochebuena, Miranda del Castañar, Salamanca, Castilla y León, 37660, España",40.4962278,-5.9919185
30ª CARREIRA PEDESTRE POPULAR 'ANDAR E CORRER' 2014,PEDESTRE 'ANDAR E CORRER',,,
30ª CARREIRA PEDESTRE POPULAR 'ANDAR E CORRER' 2014. MENORES,PEDESTRE 'ANDAR E CORRER',,,
30º SAN SILVESTRE CLUB FLUVIAL 2024,SAN SILVESTRE CLUB FLUVIAL,,,
31 CARREIRA PEDESTRE POPULAR ANDAR E CORRER'15 - GRAN PREMIO COCA-COLA,PEDESTRE ANDAR E CORRER'15 - COCA-COLA,,,
31 CARRERA POPULAR DE NOCHEBUENA (GIJON),NOCHEBUENA,"Nochebuena, Miranda del Castañar, Salamanca, Castilla y León, 37660, España",40.4962278,-5.9919185
31º SAN SILVESTRE CLUB FLUVIAL 2025,SAN SILVESTRE CLUB FLUVIAL,,,
32 CARRERA POPULAR DE NOCHEBUENA (GIJON),NOCHEBUENA,"Nochebuena, Miranda del Castañar, Salamanca, Castilla y León, 37660, España",40.4962278,-5.9919185
33 C.P. POPULAR DE SAN MARTIÑO. ADULTOS. LIGA09,SAN MARTIÑO. ADULTOS. LIGA09,,,
34 Carrera Popular de Nochebuena Gijón,Nochebuena Gijón,,,
35 CROSS POPULAR VILLA DE GIJON,GIJON,"Gijón / Xixón, Asturias / Asturies, España",43.5449422,-5.66275
36 CROSS POPULAR VILLA DE GIJON,GIJON,"Gijón / Xixón, Asturias / Asturies, España",43.5449422,-5.66275
37 CROSS POPULAR VILLA DE GIJÓN,GIJÓN,"Gijón / Xixón, Asturias / Asturies, España",43.5449422,-5.66275
38 CARREIRA PEDESTRE POPULAR DE SANTIAGO,SANTIAGO,"Santiago, A Coruña, Galicia, España",42.9189543,-8.550786
38 Cross Popular Villa de Gijón,Gijón,"Gijón / Xixón, Asturias / Asturies, España",43.5449422,-5.66275
39 CARREIRA PEDESTRE POPULAR DE SANTIAGO,SANTIAGO,"Santiago, A Coruña, Galicia, España",42.9189543,-8.550786
39 Cross Popular Villa de Gijón,Gijón,"Gijón / Xixón, Asturias / Asturies, España",43.5449422,-5.66275
3HORAS POR RELEVOS MONUMENTALES DE LUGO,LUGO,"Lugo, Galicia, España",43.0395266,-7.4567985
3ª CARREIRA PEDESTRE CONCELLO DE CEE 2016,CEE,"Cee, Fisterra, A Coruña, Galicia, España",42.9603145,-9.1966442
3ª CARREIRA PEDESTRE CONCELLO DE FISTERRA 2016,FISTERRA,"Fisterra, A Coruña, Galicia, España",42.9286659,-9.2626624
3ª CARREIRA RURAL DE A MEZQUITA,A MEZQUITA,"A Mezquita, Viana, Ourense, Galicia, España",42.0126392,-7.0254211
3ª CARRERA POPULAR 10KM OVIEDO - LAS CALDAS VILLA TERMAL,10KM OVIEDO - LAS CALDAS TERMAL,,,
3ª TRAVESÍA DEL ESTE (GIJÓN),DEL ESTE,"Roque del Este, Teguise, Las Palmas, Canarias, España",29.2761082,-13.3379105
3ª TRAVESÍA LARGA (GIJÓN),LARGA,"Larga, Biota, Cinco Villas, Zaragoza, Aragón, España",42.224235,-1.2506748
3ª TRAVESÍA NOCTURNA DE BEGOÑA (GIJÓN),BEGOÑA,"Begoña, Calle de San Modesto, Begoña, Valverde, Fuencarral, Fuencarral-El Pardo, Madrid, Comunidad de Madrid, 28034, España",40.4834526,-3.6869037
3ª TRAVESÍA PLAYAS DE GIJÓN,GIJÓN,"Gijón / Xixón, Asturias / Asturies, España",43.5449422,-5.66275
3º CAMPEONATO NACIONAL OCR - ALLARIZ 2018,NACIONAL OCR - ALLARIZ,,,
40 CARREIRA PEDESTRE POPULAR DE SANTIAGO,SANTIAGO,"Santiago, A Coruña, Galicia, España",42.9189543,-8.550786
41 CARREIRA PEDESTRE POPULAR DE SANTIAGO,SANTIAGO,"Santiago, A Coruña, Galicia, España",42.9189543,-8.550786
41 Cross Popular Villa de Gijón,Gijón,"Gijón / Xixón, Asturias / Asturies, España",43.5449422,-5.66275
42 CARREIRA PEDESTRE POPULAR DE SANTIAGO,SANTIAGO,"Santiago, A Coruña, Galicia, España",42.9189543,-8.550786
44 SAN SILVESTRE GIJÓN 2013,SAN SILVESTRE GIJÓN,,,
45 SAN SILVESTRE GIJON 2014,SAN SILVESTRE GIJON,,,
46 SAN SILVESTRE GIJÓN,SAN SILVESTRE GIJÓN,,,
47 SAN SILVESTRE GIJON,SAN SILVESTRE GIJON,,,
48 SAN SILVESTRE GIJON,SAN SILVESTRE GIJON,,,
49 EDP SAN SILVESTRE GIJÓN,EDP SAN SILVESTRE GIJÓN,,,
4ª CARREIRA RURAL DE A MEZQUITA,A MEZQUITA,"A Mezquita, Viana, Ourense, Galicia, España",42.0126392,-7.0254211
4ª TRAVESÍA NOCTURNA DE BEGOÑA,BEGOÑA,"Begoña, Calle de San Modesto, Begoña, Valverde, Fuencarral, Fuencarral-El Pardo, Madrid, Comunidad de Madrid, 28034, España",40.4834526,-3.6869037
4ª TRAVESÍA PLAYAS DE GIJÓN,GIJÓN,"Gijón / Xixón, Asturias / Asturies, España",43.5449422,-5.66275
4º TRAVESÍA DEL ESTE (GIJÓN),DEL ESTE,"Roque del Este, Teguise, Las Palmas, Canarias, España",29.2761082,-13.3379105
5+5 CALVARIO (VIGO),5+5 CALVARIO,"Calvario, Santa Icía de Trasancos, Ferrol, A Coruña, Galicia, 15570, España",43.5056328,-8.1978122
5+5 CALVARIO (VIGO) 2019,5+5 CALVARIO,"Calvario, Santa Icía de Trasancos, Ferrol, A Coruña, Galicia, 15570, España",43.5056328,-8.1978122
5+5 CALVARIO (VIGO) 2020,5+5 CALVARIO,"Calvario, Santa Icía de Trasancos, Ferrol, A Coruña, Galicia, 15570, España",43.5056328,-8.1978122
50 EDP SAN SILVESTRE GIJÓN,EDP SAN SILVESTRE GIJÓN,,,
5K BURELA BONITA 2021,5K BURELA BONITA,,,
5K LEYMA CORUÑA – ABÓNATE!!,5K LEYMA CORUÑA – ABÓNATE!!,,,
5K LEYMA CORUÑA – ABÓNATE!! 2018,5K LEYMA CORUÑA – ABÓNATE!!,,,
5K-10K 1ª CARRERA POPULAR GALIEXPO RUNNING,5K-10K 1ª GALIEXPO,,,
5KM CAMPO DA CABANA FOZ 2022,CABANA FOZ,"Campo da Cabana, Fondós, Foz, A Mariña Central, Lugo, Galicia, 27780, España",43.5683663,-7.2528268
5ª Carreira Pedestre Concello de Cee,Cee,"Cee, Fisterra, A Coruña, Galicia, España",42.9603145,-9.1966442
5º TRAIL TERRAS DO MANDEO,MANDEO,"Mandeo, Foxado, Teixeiro, Curtis, Betanzos, A Coruña, Galicia, 15310, España",43.133095,-8.0116691
6 Horas Vila do Corpus 2022 – “Sen Límites” #KmpolaInclusión,Corpus,"Corpus, Irgo, el Pont de Suert, Alta Ribagorça, Lleida, Catalunya, 25529, España",42.4368069,0.7781346
6K CONCELLO DE A VEIGA (V D3SAFÍO42 OURENSE),A VEIGA,"A Veiga, Valdeorras, Ourense, Galicia, España",42.2678215,-6.9373456
6K SunSet Encoro de Cachamuíña (IV D3SAFIO42),Cachamuíña,"Cachamuíña, Esgos, Ourense, Galicia, 32720, España",42.3210642,-7.6883567
6º TRAIL TERRAS DO MANDEO,MANDEO,"Mandeo, Foxado, Teixeiro, Curtis, Betanzos, A Coruña, Galicia, 15310, España",43.133095,-8.0116691
7 TEBAIDA BERCIANA,TEBAIDA BERCIANA,,,
7ª SÚBIDA CICLOTURISTA A GROBA 2015,SÚBIDA CICLOTURISTA A GROBA,,,
7ª TRAVESÍA A NADO VILA DE BAIONA,BAIONA,"Baiona, Vigo, Pontevedra, Galicia, España",42.0881275,-8.8485132
8 KM DE CASTRILLON,CASTRILLON,"Castrillón, Asturias / Asturies, España",43.5458244,-5.9924295
8 KM DE CASTRILLON 2013,CASTRILLON,"Castrillón, Asturias / Asturies, España",43.5458244,-5.9924295
8 KM. DE CASTRILLON 2012 (20 CARRERA POPULAR),CASTRILLON,"Castrillón, Asturias / Asturies, España",43.5458244,-5.9924295
80 TRAVESIA A NADO Á ENSEADA DE SAN AMARO,SAN AMARO,"San Amaro, O Carballiño, Ourense, Galicia, España",42.3675219,-8.0610053
81 TRAVESIA A NADO Á ENSEADA DE SAN AMARO,SAN AMARO,"San Amaro, O Carballiño, Ourense, Galicia, España",42.3675219,-8.0610053
82 TRAVESIA A NADO Á ENSEADA DE SAN AMARO,SAN AMARO,"San Amaro, O Carballiño, Ourense, Galicia, España",42.3675219,-8.0610053
84 TRAVESIA A NADO Á ENSEADA DE SAN AMARO,SAN AMARO,"San Amaro, O Carballiño, Ourense, Galicia, España",42.3675219,-8.0610053
8K DO LÉREZ 2017 (PONTEVEDRA),LÉREZ,"Lérez, Pontevedra, Galicia, España",42.4528596,-8.627141
8K DO LÉREZ 2018 (PONTEVEDRA),LÉREZ,"Lérez, Pontevedra, Galicia, España",42.4528596,-8.627141
8KM CASTRILLÓN 2016 (ASTURIAS),8KM CASTRILLÓN,"Castrillón, Asturias / Asturies, España",43.5458244,-5.9924295
8KM CASTRILLÓN 2017 (ASTURIAS),8KM CASTRILLÓN,"Castrillón, Asturias / Asturies, España",43.5458244,-5.9924295
8KM CASTRILLÓN 2018 (ASTURIAS),8KM CASTRILLÓN,"Castrillón, Asturias / Asturies, España",43.5458244,-5.9924295
8KM CASTRILLÓN 2019 (ASTURIAS),8KM CASTRILLÓN,"Castrillón, Asturias / Asturies, España",43.5458244,-5.9924295
8KM CASTRILLÓN 2022 (ASTURIAS),8KM CASTRILLÓN,"Castrillón, Asturias / Asturies, España",43.5458244,-5.9924295
8KM CASTRILLÓN 2023 (ASTURIAS),8KM CASTRILLÓN,"Castrillón, Asturias / Asturies, España",43.5458244,-5.9924295
8KM CASTRILLÓN 2024 (ASTURIAS),8KM CASTRILLÓN,"Castrillón, Asturias / Asturies, España",43.5458244,-5.9924295
8KM CASTRILLÓN 2025 (ASTURIAS),8KM CASTRILLÓN,"Castrillón, Asturias / Asturies, España",43.5458244,-5.9924295
8km DE CASTRILLÓN 2015 (ASTURIAS),CASTRILLÓN,"Castrillón, Asturias / Asturies, España",43.5458244,-5.9924295
8ª CARREIRA PEDESTRE POPULAR DA COSTA DA MORTE EL CORREO GALLEGO,MORTE EL CORREO GALLEGO,,,
8ª TRAVESÍA A NADO VILA DE BAIONA,BAIONA,"Baiona, Vigo, Pontevedra, Galicia, España",42.0881275,-8.8485132
9 KM POPULARES OVIEDO - LAS CALDAS VILLA TERMAL 2013,KM POPULARES OVIEDO - LAS CALDAS TERMAL,,,
9ª CARREIRA PEDESTRE POPULAR COSTA DA MORTE EL CORREO GALLEGO – CONCELLO DA LARACHA,LARACHA,"A Laracha, Bergantiños, A Coruña, Galicia, 15145, España",43.2484663,-8.5816182
9ª CORRIDA DO BENFICA - ANTÓNIO LEITÃO 2014,BENFICA - ANTÓNIO LEITÃO,,,
9ª TRAVESÍA A NADO VILA DE BAIONA,BAIONA,"Baiona, Vigo, Pontevedra, Galicia, España",42.0881275,-8.8485132
AGUAS ABIERTAS (AF) CASTRELO DE MIÑO,MIÑO,"Miño, Betanzos, A Coruña, Galicia, España",43.3578653,-8.1792627
AMAZONIA RACE NARÓN 2019,AMAZONIA NARÓN,,,
ANDAINA 25KM INTERNACIONAL FRIOL,25KM FRIOL,"Friol, Lugo, Galicia, 27220, España",43.0269017,-7.7836572
ANDAINA NOIA 2026,NOIA,"Noia, A Coruña, Galicia, España",42.7977234,-8.872899
"BAIONA 14 - 30 CARREIRA PEDESTRE POPULAR ""ANDAR E CORRER""","BAIONA 14 - 30 PEDESTRE ""ANDAR E CORRER""",,,
BOAMORTE DESAFÍO COUREL: MARATÓN MTB,BOAMORTE DESAFÍO COUREL: MTB,,,
BOMBEROS RACE VIGO 2018,BOMBEROS VIGO,"Deposito agua bomberos, Ventín, Fornelos de Montes, Vigo, Pontevedra, Galicia, España",42.3141713,-8.43964
BOMBEROS RACE VIGO 2019,BOMBEROS VIGO,"Deposito agua bomberos, Ventín, Fornelos de Montes, Vigo, Pontevedra, Galicia, España",42.3141713,-8.43964
C-TRAIL BOMBEIROS CORUÑA 2022,C-TRAIL BOMBEIROS CORUÑA,,,
C-TRAIL BOMBEIROS CORUÑA 2023,C-TRAIL BOMBEIROS CORUÑA,,,
C-TRAIL BOMBEIROS CORUÑA 2024,C-TRAIL BOMBEIROS CORUÑA,,,
C.C. AS TERMAS,C.C. AS TERMAS,"Centro Comercial As Termas, 213, Avenida Infanta Elena, Albeiros, Lugo, Galicia, 27003, España",43.0367084,-7.5697453
CAMPEONATO DE ESPAÑA ABSOLUTO DE MARATON 2013,CAMPEONATO DE ESPAÑA ABSOLUTO DE MARATON 2013,,,
CAMPEONATO DE ESPAÑA CICLISMO ADAPTADO CONTRARRELOJ,ESPAÑA CICLISMO ADAPTADO CONTRARRELOJ,,,
CAMPEONATO DE ESPAÑA CICLISMO ADAPTADO RUTA,ESPAÑA CICLISMO ADAPTADO,,,
CAMPEONATO DE ESPAÑA VETERANO DE MARATON 2013,CAMPEONATO DE ESPAÑA VETERANO DE MARATON 2013,,,
"CAMPEONATO GALLEGO JUNIOR, PROMESA, ABSOLUTO Y VETERANO DE MARATON 2013","CAMPEONATO GALLEGO JUNIOR, PROMESA, ABSOLUTO Y VETERANO DE MARATON 2013",,,
CAMPIONATO GALEGO - CAMPO A TRAVÉS,GALEGO - CAMPO A TRAVÉS,,,
CAMPIONATO GALEGO 10KM EN RUTA. PADRON (SOLO INSCRITOS POR FEDERACION),PADRON,"Padrón, O Sar, A Coruña, Galicia, España",42.7597656,-8.6236363
CARREIRA 5+5 PONTENOITE 2013. 10 KM,5+5 PONTENOITE,,,
CARREIRA 5+5 PONTENOITE 2013. 5 KM,5+5 PONTENOITE,,,
CARREIRA CARNEIRO O ESPETO 2014 4KM,CARNEIRO O ESPETO,,,
CARREIRA CARNEIRO O ESPETO 2014 8KM,CARNEIRO O ESPETO,,,
CARREIRA CARNEIRO Ó ESPETO 2013,CARNEIRO Ó ESPETO,,,
CARREIRA CARNEIRO Ó ESPETO.INFANTÍS E CADETES 2013,CARNEIRO Ó ESPETO.INFANTÍS E CADETES,,,
CARREIRA DA CARBALLEIRA (CxOU 2016),CARBALLEIRA,"Carballeira, Torroso, Mos, Vigo, Pontevedra, Galicia, 36417, España",42.2120012,-8.6173064
CARREIRA DA CARBALLEIRA (CxOU 2017),CARBALLEIRA,"Carballeira, Torroso, Mos, Vigo, Pontevedra, Galicia, 36417, España",42.2120012,-8.6173064
CARREIRA DA CARBALLEIRA (CxOU 2018),CARBALLEIRA,"Carballeira, Torroso, Mos, Vigo, Pontevedra, Galicia, 36417, España",42.2120012,-8.6173064
CARREIRA DA CARBALLEIRA (CxOU 2019),CARBALLEIRA,"Carballeira, Torroso, Mos, Vigo, Pontevedra, Galicia, 36417, España",42.2120012,-8.6173064
